[ID].json,label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,venue
161.json,half-true,Our tax code is so complicated it extracts $140 billion in extra tax preparation costs every year - one thousand dollars for every American family.,taxes,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a speech to the Hispanic Business Expo in Detroit.
7306.json,TRUE,Spending of government money is 17 percent less than it was a decade ago.,state-budget,nathan-deal,,,republican,9,5,11,11,0,a twitter post
11316.json,barely-true,"One of the Planned Parenthood videos shows a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, We have to keep it alive to harvest its brain.","abortion,debates",carly-fiorina,,California,republican,5,5,4,3,2,the CNN debate
2178.json,mostly-true,"In 2009, the Small Business Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate.","economy,small-business",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,a news release
10970.json,mostly-true,Texas now has the second-highest high school graduation rate in the country. And it has the highest graduation rate for African Americans and Hispanics.,education,rick-perry,Governor,Texas,republican,30,30,42,23,18,his declaration for president
257.json,half-true,"...some of those (tax increases) were either court-ordered, or they were voted on by the people and approved by the people for (such) things as roads.",taxes,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,a TV interview on NBC.
3256.json,FALSE,"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.","labor,pundits,state-budget",ed-schultz,MSNBC television host,,none,3,1,4,1,2,a statement on his television talk show
7764.json,TRUE,"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.","congress,military,nuclear,population",jack-reed,U.S. Senator,Rhode Island,democrat,1,0,2,1,0,a television interview
738.json,FALSE,"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",foreign-policy,sarah-palin,,Alaska,republican,9,19,9,6,6,the New York Sun
6944.json,TRUE,Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,"bipartisanship,congress,voting-record",brendan-doherty,,Rhode Island,republican,1,2,1,1,0,a TV debate
2056.json,FALSE,He has ushered in $3 billion in new investment.,"candidates-biography,economy",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a statement on Cicilline's website
5608.json,TRUE,Says Romney flip-flopped on abortion.,"abortion,message-machine-2012",american-bridge-21st-century,,,democrat,2,1,0,3,0,a video ad
7098.json,half-true,Secular Americans are the fastest-growing religious identification demographic in this country.,"diversity,polls,religion",freedom-religion-foundation,,,organization,0,0,1,0,0,an email
4114.json,half-true,"Our countrys got this huge debt, and (President Barack) Obama says raise taxes and keep spending more.","deficit,economy,federal-budget,taxes",crossroads-gps,Conservative advocacy group,,republican,9,1,4,1,2,a television ad
9254.json,barely-true,David Perdue supports Common Core,education,david-perdue-files,,Georgia,none,1,0,0,0,0,a website
12740.json,FALSE,Says Hillary Clinton wants to essentially abolish the Second Amendment.,guns,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech at the Republican national convention
11480.json,half-true,"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",health-care,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"comments on ABC's ""This Week"""
10110.json,mostly-true,When I go on Letterman the ratings go up.,"pop-culture,pundits",bill-oreilly,Fox News Channel host,,none,4,6,3,5,1,an interview with Howard Kurtz
9816.json,mostly-true,The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,"families,women,workers",don-beyer,8th District congressional candidate,Virginia,democrat,1,2,1,3,0,a web post.
481.json,mostly-true,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",federal-budget,bob-barr,"Runs a consulting firm, Liberty Strategies LLC",Georgia,libertarian,0,0,0,1,0,"a news conference announcing his Libertarian candidacy in Washington, D.C."
6451.json,half-true,Says Joe Garcia voted to raise our utility rates.,"candidates-biography,energy,government-regulation,voting-record",gloria-romero-roses,managing partner at Nexus Homes,Florida,democrat,0,0,1,0,0,a mailer
3282.json,half-true,"Since Sherrod Brown and the Democrats rammed the economic stimulus bill through, Ohios unemployment rate has risen to 9.6 percent, above the national average.","federal-budget,jobs,stimulus",national-republican-senatorial-committee,,,republican,11,5,7,2,5,a news release
8079.json,half-true,President Barack Obama has announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.,"congressional-rules,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a blog post
12351.json,pants-fire,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,terrorism,ted-cruz,Senator,Texas,republican,36,33,15,19,8,a campaign email
5358.json,TRUE,Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,transportation,john-wisniewski,State Assemblyman,New Jersey,democrat,2,2,0,1,0,a radio interview
6114.json,mostly-true,"Vagina. Because apparently, saying that word in the Michigan State House of Representatives can get you a two-day ban from speaking on the floor.",abortion,facebook-posts,Social media posting,,none,14,18,15,11,36,a Facebook post
13194.json,barely-true,"Mike Madigan made a fortune on tax appeals Saving his friends millions... Its an inside game played by people like Merry Marwig, Madigans hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.",taxes,citizens-michael-mcauliffe-and-house-republican-or,,Illinois ,republican,1,0,0,0,0,a video attack advertisement 
7077.json,pants-fire,Says I was the first governor in America to endorse Mitt Romney.,"candidates-biography,elections",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a press conference 
820.json,barely-true,Barack Obama's plan gives a driver's license to any illegal who wants one.,immigration,national-republican-trust-pac,,,republican,1,0,0,0,0,a television ad
10820.json,barely-true,Two-thirds of American families rely on the mothers income to stay above the poverty level.,"economy,poverty,women",maria-shriver,NBC News correspondent,,none,1,0,0,0,0,"comments on NBC's ""Meet the Press"""
13043.json,barely-true,"After 9/11, Jim put us all first by serving for 23 months in Iraq, the wars longest tour.",public-service,jim-mowrer,,Iowa,democrat,1,0,0,0,0,In a television ad
3423.json,half-true,Oil production from federal waters in the Gulf of Mexico reached an all-time high in 2010.,"energy,history,oil-spill,market-regulation",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press conference
4263.json,FALSE,"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.","economy,new-hampshire-2012,taxes",ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,a television campaign ad
11178.json,mostly-true,Says hewas one of the chief architects of balancing the federalbudget.,federal-budget,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,"an interview with ""This Week"" host George Stephanopoulos"
12522.json,TRUE,Only half of the murders in the city of St. Louis get solved.,crime,catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0,1,0,0,0,Missouri
554.json,TRUE,The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,"civil-rights,terrorism",bob-barr,"Runs a consulting firm, Liberty Strategies LLC",Georgia,libertarian,0,0,0,1,0,an interview with Fox News.
7515.json,barely-true,"Says indoor workers get less UV than outdoor workers, but they get more melanomas.","children,government-regulation,health-care,public-health",joseph-levy,,,organization,1,0,0,0,0,a legislative hearing 
12861.json,pants-fire,Im beating (Kelly Ayotte) in the polls by a lot.,polls,donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with the Washington Post
11199.json,mostly-true,A majority in every state favors path to citizenship for undocumented immigrants.,immigration,state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a tweet
4009.json,mostly-true,We are one of the most expensive [bus] rides in New England.,transportation,charles-odimgbe,"CEO, Rhode Island Public Transit Autority",Rhode Island,state-official,0,0,0,1,0,a meeting of the Rhode Island Public Transit Authority board 
8569.json,barely-true,"In Jeanne Shaheen, New Hampshire has a Senator who was the deciding vote to pass Obamacare.","health-care,voting-record",jim-rubens,Small business owner,New Hampshire,republican,1,1,0,1,0,an email
10165.json,pants-fire,"If Cory Gardner gets his way, youd better stock up on condoms.",abortion,naral-pro-choice,,"Washington, D.C.",organization,2,1,0,0,1,a television ad
5656.json,pants-fire,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,"government-efficiency,state-budget",jeff-kruse,state senator,Oregon,republican,0,0,1,0,2,a newsletter.
4529.json,barely-true,Says Gov. Chris Christie has now come up with a new agenda for ethics reform in September 2011.,ethics,john-wisniewski,State Assemblyman,New Jersey,democrat,2,2,0,1,0,an NJToday interview
1270.json,FALSE,"The Baucus health care bill ""could be used to ban guns in home self-defense.""","guns,health-care",gun-owners-america,gun rights advocacy group,Virginia,none,0,1,0,0,0,an alert to members
4786.json,FALSE,"Gov. Scott Walker received a $7,300 pay raise.",state-finances,state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a news release
5224.json,TRUE,Tennessees grocery tax is one of the highest in the nation.,taxes,tennessee-democratic-party,,Tennessee,democrat,1,1,0,2,0,introduction to online petition to lower state's grocery taxes.
12068.json,half-true,"Says when Bernie Sanders was in college, Sanders said something very similar to what conservative Wisconsin Supreme Court Justice Rebecca Bradley had written as a college student in the 1990s -- that women have a legitimate role in date rape.","candidates-biography,crime,sexuality,women",bill-mccoshen,,,republican,0,0,1,0,0,a talk show
9848.json,barely-true,Says Michigan U.S. Senate candidateTerri Lynn Land said guaranteeing equal pay for women who do the same job as men is not a good idea.,"message-machine-2014,women",democratic-senatorial-campaign-committee,,,democrat,1,2,3,1,0,a campaign ad
7399.json,half-true,"Says he has repeatedly praised Chuck Hagels character, patriotism, bravery, and personal service defending our nation.","congress,foreign-policy,job-accomplishments,patriotism",ted-cruz,Senator,Texas,republican,36,33,15,19,8,a news article.
9063.json,barely-true,The Republican-controlled Wisconsin Senate approved a bill denying veterans the right to recover their medical costs for cancers they developed while serving their country.,"environment,military,veterans",chris-larson,Wisconsin Senate Minority Leader,Wisconsin,democrat,6,5,0,1,1,an email
6726.json,FALSE,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",taxes,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a surreptitiously recorded speech to donors at a fundraiser
7719.json,pants-fire,Accuses Ed FitzGerald of pay-to-play and corruption politics.,"candidates-biography,criminal-justice,ethics",republican-governors-association,,"Washington, D.C.",republican,5,1,6,4,2,a news release reacting to FitzGerald's run for governor
7624.json,half-true,The vast majority of our public school students are receiving less state support than their private voucher peers.,"education,state-budget,state-finances",sondy-pope,State Representative,Wisconsin,democrat,0,1,1,1,0,in a news release
3915.json,barely-true,Ten percent of violent deaths in the U.S. each year are due to strangulation.,"crime,criminal-justice,legal-issues,women",roberto-dasilva,Police officer,Rhode Island,democrat,1,0,0,1,0,a speech on the floor of the Rhode Island House of Representatives.
9950.json,FALSE,Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,"ebola,foreign-policy,iraq,military,public-health,terrorism",brit-hume,Fox News political analyst,,none,1,2,0,0,0,"a broadcast of ""Fox News Sunday"""
6369.json,half-true,Says U.S. Senate opponent Eric Hovde supported billions in stimulus for high-speed rail and billions more to bail out banks.,"federal-budget,financial-regulation,infrastructure,message-machine-2012,stimulus,transportation",mark-neumann,Developer and homebuilder,Wisconsin,republican,2,4,1,2,1,a TV ad
13017.json,mostly-true,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",public-health,justin-trudeau,Prime Minister of Canada,,liberal-party-canada,0,0,0,1,0,a letter
912.json,FALSE,U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,legal-issues,harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,public statements.
11716.json,barely-true,The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.,"campaign-finance,legal-issues",ted-cruz,Senator,Texas,republican,36,33,15,19,8,"a speech at the Rising Tide Summit in Cedar Rapids, Iowa"
4907.json,TRUE,The United States is numberonein the world in energyresources;Russia isnumber two.,energy,george-allen,consultant,Virginia,republican,2,8,3,4,1,a debate.
10277.json,barely-true,"In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.","crime,diversity,urban",bill-oreilly,Fox News Channel host,,none,4,6,3,5,1,"a segment on ""The O'Reilly Factor"""
10452.json,barely-true,Says Marco Rubio was for immigration reform and a pathway to citizenship before he was against it.,immigration,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview with reporters at her ceremonial swearing in event in Fort Lauderdale
8051.json,half-true,The ocean is now much more acidic . . . than it has been for many millions of years.,"animals,climate-change,economy,energy,environment,history,population,public-health,science,weather",al-gore,"cofounder of Generation Investment Management and Current TV, visiting professor and author",Tennessee,democrat,0,0,3,0,0,a keynote address
11016.json,half-true,Less than 1 percent of all the education dollars that we spend are spent on private (school) voucher programs.,education,ted-kanavas,Lobbyist and pundit,Wisconsin,republican,0,0,1,0,0,a political talk show
13013.json,TRUE,Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,"foreign-policy,human-rights,immigration,terrorism",mike-pence,Governor,Indiana,republican,8,10,12,5,0,"an interview on ""Meet the Press"""
5757.json,TRUE,We are at a 40-year low in our crime rate in our state.,crime,rick-scott,Governor,Florida,republican,28,23,38,34,7,comments to Reuters
8780.json,mostly-true,The (New England) Patriots were led by an explosive offense that scored the second most points in the NFL.,"history,sports",rhode-island-senate,,,government-body,0,0,0,1,0,a Senate resolution
6242.json,FALSE,Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at the Brookings Institution
13489.json,FALSE,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",climate-change,jill-stein,Presidential nominee,Massachusetts,green,0,1,0,0,1,a forum at Huston-Tillotson University
85.json,mostly-true,"In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.",elections,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a speech by husband Bill Clinton at a Concord, N.H. rally."
11380.json,pants-fire,"Everyone on Californias roads is properly licensed, tested and insured.","public-safety,transportation",luis-alejo,Assemblyman,California,democrat,0,0,0,0,1,a press release
9298.json,half-true,"In some states, African-Americans are three times more likely to be sentenced to death than whites for the same crime.","crime,criminal-justice",van-jones,"Co-host of CNN's ""Crossfire""","Washington, D.C.",democrat,0,1,2,2,0,"a roundtable on ABC's ""This Week"""
6145.json,pants-fire,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,medicare,pat-kreitlow,,,democrat,0,0,0,0,1,a news release
10187.json,FALSE,More people are losing their insurance (due to Obamacare) than are becoming newly insured.,health-care,herman-cain,,Georgia,republican,4,11,5,3,3,a blog post
7948.json,pants-fire,"The immigration bill includes free Obamacars, motorcycles or scooters.","immigration,transportation,welfare",blog-posting,,,none,7,19,3,5,44,a blog post on Breitbart
12235.json,FALSE,My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,"history,polls",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a rally in Rome, N.Y."
2222.json,half-true,"Seventy bills [Kendrick Meek] authored, not one of them has passed.",job-accomplishments,jeff-greene,,Florida,democrat,3,1,3,0,0,a debate
10933.json,half-true,"In Florida, for eight years we cut taxes every year, totaling $19 billion.","state-budget,taxes",jeb-bush,,Florida,republican,17,5,17,24,2,a speech at Gov. Rick Scott's Economic Growth Summit in Orlando
970.json,pants-fire,"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.",taxes,cynthia-lummis,U.S. Representative,,republican,0,0,0,1,1,a news conference.
5737.json,pants-fire,I have always said that I would be for drilling.,"candidates-biography,climate-change,energy",connie-mack,U.S. representative from Fort Myers,Florida,republican,3,3,1,3,1,an event to promote the Keystone XL pipeline
9536.json,mostly-true,Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.,"health-care,supreme-court",sally-kohn,,,columnist,0,1,1,1,0,a segment on CNN
3826.json,mostly-true,"Says he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",state-budget,rick-scott,Governor,Florida,republican,28,23,38,34,7,announcing $615 million in budget vetoes.
8250.json,barely-true,"In the event of a U.S. strike on Syria, the Russians will replace the weapons immediately. Theyve said it on the record. Theyve suggested they might even replace it with better stuff.","foreign-policy,military",alan-grayson,U.S. House of Representatives,Florida,democrat,6,5,4,11,1,"an interview with the ""Washington Post"""
9907.json,TRUE,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.","iraq,terrorism",michael-hayden,Former director of the CIA,,none,0,0,0,0,0,"comments on ""Fox News Sunday"""
11360.json,TRUE,The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,"county-government,crime,criminal-justice,diversity,jobs,public-safety",butch-conway,Gwinnett County Sheriff,Georgia,republican,0,0,0,0,0,press conference
12361.json,TRUE,The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,drugs,vernon-keenan,Director of the Georgia Bureau of Investigation,Georgia,none,0,0,0,0,0,Newspaper interview 
708.json,half-true,I fought to bring about the largest private-sector infrastructure project in North American history.,energy,sarah-palin,,Alaska,republican,9,19,9,6,6,a radio address
11466.json,barely-true,"Two years ago motorists in Ferguson, a city of 20,000 people, received 31,000 citations. Thats at least one citation per person plus 10,000 for visitors. The city is still surviving only on traffic tickets; theres virtually no industry there.","city-budget,diversity,legal-issues",emanuel-cleaver,U.S. House of Representatives,Missouri,democrat,1,0,0,0,0,on 'Up to Date'
13335.json,barely-true,Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,"elections,public-health,taxes",no-56-campaign,,,organization,2,0,0,0,0,a campaign TV ad. 
1471.json,TRUE,A Democratic poll operation shows that Fox News is the most trusted news operation in the country.,"bipartisanship,pop-culture,pundits",bill-oreilly,Fox News Channel host,,none,4,6,3,5,1,"Fox's ""The O'Reilly Factor"""
10910.json,pants-fire,"If you care about the environment, weve got record funding.",environment,rick-scott,Governor,Florida,republican,28,23,38,34,7,a speech at his economic summit for presidential candidates
12164.json,FALSE,"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.","china,trade",ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,"campaign ad, ""Beltway Rob"""
5397.json,half-true,"After Arizona banned smoking in all public places in 2007, admissions for acute myocardial infarction stroke, asthma, [and] angina decreased following the implementation of the ban.","public-health,market-regulation,states",richard-morrison,State representative,Rhode Island,democrat,0,0,1,0,0,a legislative hearing
4744.json,TRUE,Says Mitt Romney has flip-flopped on abortion rights.,abortion,rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview
10938.json,mostly-true,"A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.","crime,criminal-justice,diversity",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,an interview on PBS
3208.json,mostly-true,Joe Straus is the first Jewish speaker of the Texas House.,religion,john-oliver,"Host, Last Week Tonight",,none,0,0,2,4,0,an episode of The Daily Show
3181.json,FALSE,Fox News said the New Black Panther Party decided the election for Barack Obama.,"civil-rights,elections,pundits",rachel-maddow,MSNBC host,,none,6,6,4,6,1,an interview on CBS' Late Show with David Letterman
4070.json,mostly-true,We have provided at least 16 tax cuts to small businesses.,"economy,small-business,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,a Twitter town hall
7043.json,barely-true,"Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.","health-care,taxes",house-majority-pac,,"Washington, D.C.",democrat,1,0,0,0,0,"a campaign commercial “Principle” about U.S. Rep. Charlie Bass, R-NH airing in New Hampshire"
12701.json,barely-true,Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,"health-care,veterans",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,an interview on MSNBC
13015.json,mostly-true,Undocumented workers crossing the border right now is at a 12-year low.,immigration,gary-johnson,Presidential candidate,New Mexico,libertarian,3,2,5,6,0,an interview.
2062.json,half-true,"We had 2 percent of the global market (for advanced batteries) when he (Obama) started. We now have 16 percent, headed to 40 percent by 2015.","energy,environment,abc-news-week",david-axelrod,,,democrat,2,1,6,7,0,"ABC's ""This Week"""
8474.json,mostly-true,$6 billion water bond program voters passed in 2011 has yet to be tapped.,"state-budget,state-finances,water",independent-texans,,,none,0,0,0,1,0,a white paper on Proposition 6
6474.json,half-true,"Says about 100,000 kids in this country leave their home state and go to another state to be educated. Out of that 100,000 young people, 30,000 of them are from New Jersey, by far the largest amount.",education,lou-greenwald,State Assemblyman,New Jersey,democrat,0,1,1,2,2,an interview with Blue Jersey
409.json,TRUE,"(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.",ethics,bill-clinton,former president,Arkansas,democrat,4,2,12,11,3,an interview with the mtvU editorial board
2573.json,mostly-true,Says Rick Scott gave a deposition in which he invoked the Fifth Amendment 75 times about his dealings as head of Columbia/HCA hospital chain,"health-care,legal-issues,message-machine",florida-democratic-party,,Florida,democrat,5,4,4,5,3,a TV ad.
10272.json,barely-true,Immigrants have captured all of the nearly 9 million jobs created since 2000.,"economy,immigration,jobs",peter-morici,,,republican,1,0,0,0,0,"an op-ed in the ""Statesman Journal"""
11633.json,TRUE,The world food demand is going to double sometime between now and 2070.,poverty,roy-blunt,Senator,Missouri,republican,2,1,0,1,1,at the Missouri State Fair
10509.json,half-true,Alabamians havent changed their opinion on same-sex marriage since voting to ban it in 2006.,"gays-and-lesbians,legal-issues",roy-moore,Chief Justice of the Alabama Supreme Court,Alabama,republican,0,0,1,0,0,an interview with CNN
11116.json,mostly-true,All (Maryland) crabs are born in Virginia.,"animals,science",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a radio show.
12776.json,half-true,"Says U.S. Sen. Ron Johnson opposes faster broadband internet in small towns and got nearly $90,000 in campaign contributions from the telecom special interests.","infrastructure,technology",state-democratic-party-wisconsin,,Wisconsin,democrat,5,7,2,2,7,a radio ad
1869.json,FALSE,Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,"cap-and-trade,climate-change,abc-news-week",john-kerry,Secretary of State,Massachusetts,democrat,3,2,2,5,0,"ABC's ""This Week"""
11529.json,half-true,Texas legislation would allow teachers to kill their students if they felt it was needed.,"children,crime,criminal-justice,education",greenville-gazette,Website,Unknown,none,0,0,1,0,0,an article
11188.json,half-true,Every poll said I won the debate.,polls,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview on CBS' ""Face the Nation"""
753.json,mostly-true,"McCain ""said the other day that he would not meet potentially with the prime minister of Spain, because he . . . wasn't sure whether they were aligned with us.""",foreign-policy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a debate in Oxford, Miss."
8722.json,TRUE,Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,"gays-and-lesbians,marriage",neera-tanden,President of the Center for American Progress,,newsmaker,0,0,0,1,0,a panel discussion on CNN
7490.json,FALSE,The president is advocating a drone strike program in America.,"civil-rights,terrorism",rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7,8,10,12,3,a tweet
5841.json,barely-true,"Over the history of Austin, its always gotten more expensive.","economy,history",mike-martinez,"Member, Austin City Council",Texas,democrat,1,0,1,1,1,"an interview with Austin's KUT, 90.5 FM."
12940.json,mostly-true,Neither Hillary Clinton or Donald Trump has a plan to address the civil war in Syria.,"corrections-and-updates,foreign-policy,military",julie-pace,"White House reporter, Associated Press",Washington,journalist,0,0,0,2,0,"a panel on ""Fox News Sunday"""
6749.json,barely-true,Says a voter-adopted constitutional amendment instructed a state board headed by Jerry Patterson to put $300 million in investment earnings into a fund supporting public school operations.,"education,state-budget",progress-texas,,Texas,none,3,0,1,0,2,a newsletter update
11989.json,TRUE,"There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.","candidates-biography,crime",ted-cruz,Senator,Texas,republican,36,33,15,19,8,comments on Meet the Press
10075.json,half-true,"The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.","taxes,transportation",no-tax-tracks,,,organization,0,2,2,0,0,an email newsletter
4167.json,TRUE,Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,candidates-biography,wisconsin-family-action,,Wisconsin,none,0,0,0,0,0,a campaign TV ad
437.json,FALSE,He's promising four more years of an administration that will push for the privatization of Social Security...,economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Associated Press Annual Meeting, Washington D.C."
10578.json,mostly-true,"The average person only pays about $1,800 in state taxes which is the lowest of all 50 states.",taxes,rick-scott,Governor,Florida,republican,28,23,38,34,7,the Florida State of the State address
9125.json,TRUE,The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,education,meria-carstarphen,"Superintendent, Austin Independent School District",Texas,none,0,1,0,0,0,press release
9506.json,mostly-true,Says Scott Brown voted with President Barack Obama 70 percent of the time in 2011.,"bipartisanship,voting-record",jim-rubens,Small business owner,New Hampshire,republican,1,1,0,1,0,a television forum
10531.json,barely-true,"ISIS lures women with kittens, nutella.","terrorism,women",cnn,,,none,1,0,0,0,0,a graphic on CNN Newsroom
4503.json,barely-true,"In the past six years alone, changes to the pension formula have saved over half a billion dollars.","labor,legal-issues,retirement,state-finances,unions,workers",rhode-island-retirement-security-coalition,,Rhode Island,organization,1,0,0,0,0,a YouTube video
8832.json,half-true,"Texas added 6,600 miles of highway from 2001-2012, more than any other state.","infrastructure,states,transportation",rick-perry,Governor,Texas,republican,30,30,42,23,18,a tweet
9120.json,barely-true,"Premeditation, in murder cases like the Oscar Pistorius case, can be formed in the twinkling of an eye.","crime,criminal-justice,legal-issues",nancy-grace,,,none,2,0,0,0,0,"an interview on ABC's ""Good Morning America"""
8620.json,FALSE,Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,"congress,congressional-rules,government-efficiency",carla-axtman,Blogger,Oregon,columnist,0,1,0,0,0,an online article.
6287.json,barely-true,Every major newspaper in Texas calls David Dewhurst a moderate.,bipartisanship,club-growth,,,none,4,5,4,2,0,a radio ad.
3877.json,TRUE,Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,"health-care,women",loretta-weinberg,State Senator,,democrat,1,2,0,1,0,a speech at women’s health roundtable discussion
4541.json,mostly-true,"Last year, Korea sold nearly half a million cars in our country. ... The United States, you know how much we sell to them? Six thousand. What kind of deal is that?","economy,trade",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0,2,4,4,0,a speech in the House of Representatives
10505.json,barely-true,A married couple that use the same last name is rarer and rarer in our country.,"census,families,history,marriage,population,women",rush-limbaugh,Radio host,,none,9,11,5,2,10,his radio commentary
982.json,FALSE,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",health-care,chain-email,,,none,11,43,8,5,105,a chain e-mail.
3000.json,mostly-true,The tax-cut deal adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act and about the same as health care reform.,"deficit,federal-budget,health-care,stimulus,taxes",bobby-scott,U.S. Congressman,Virginia,democrat,1,2,1,5,0,a news release.
3698.json,half-true,"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.","homeland-security,military,terrorism",blog-posting,,,none,7,19,3,5,44,in various posts on the web
